"walk","trophic.guild","Freq","behavior"
"24","frugivore",0,"Feeding summer"
"25","frugivore",0,"Feeding spring"
"25","frugivore",0,"Feeding summer"
"26","frugivore",0,"Feeding spring"
"26","frugivore",0,"Feeding summer"
"27","frugivore",0,"Feeding spring"
"27","frugivore",0,"Feeding summer"
"28","frugivore",0,"Feeding spring"
"28","frugivore",0,"Feeding summer"
"29","frugivore",0,"Feeding spring"
"29","frugivore",1,"Feeding summer"
"30","frugivore",0,"Feeding spring"
"30","frugivore",0,"Feeding summer"
"31","frugivore",0,"Feeding spring"
"31","frugivore",0,"Feeding summer"
"32","frugivore",0,"Feeding spring"
"32","frugivore",0,"Feeding summer"
"33","frugivore",0,"Feeding spring"
"33","frugivore",0,"Feeding summer"
"34","frugivore",0,"Feeding spring"
"34","frugivore",0,"Feeding summer"
"35","frugivore",0,"Feeding spring"
"35","frugivore",0,"Feeding summer"
"36","frugivore",0,"Feeding spring"
"36","frugivore",0,"Feeding summer"
"37","frugivore",0,"Feeding spring"
"37","frugivore",0,"Feeding summer"
"38","frugivore",0,"Feeding spring"
"38","frugivore",0,"Feeding summer"
"39","frugivore",0,"Feeding spring"
"39","frugivore",0,"Feeding summer"
"40","frugivore",0,"Feeding spring"
"40","frugivore",0,"Feeding summer"
"41","frugivore",0,"Feeding spring"
"41","frugivore",0,"Feeding summer"
"42","frugivore",0,"Feeding spring"
"42","frugivore",0,"Feeding summer"
"43","frugivore",0,"Feeding spring"
"43","frugivore",0,"Feeding summer"
"44","frugivore",0,"Feeding spring"
"44","frugivore",1,"Feeding summer"
"45","frugivore",0,"Feeding spring"
"45","frugivore",0,"Feeding summer"
"46","frugivore",0,"Feeding spring"
"46","frugivore",0,"Feeding summer"
"47","frugivore",0,"Feeding spring"
"47","frugivore",0,"Feeding summer"
"1","frugivore",3,"Inactivity spring"
"1","frugivore",0,"Inactivity summer"
"2","frugivore",0,"Inactivity spring"
"2","frugivore",0,"Inactivity summer"
"3","frugivore",6,"Inactivity spring"
"3","frugivore",0,"Inactivity summer"
"4","frugivore",1,"Inactivity spring"
"4","frugivore",0,"Inactivity summer"
"5","frugivore",0,"Inactivity spring"
"5","frugivore",0,"Inactivity summer"
"6","frugivore",0,"Inactivity spring"
"6","frugivore",0,"Inactivity summer"
"7","frugivore",0,"Inactivity spring"
"7","frugivore",0,"Inactivity summer"
"8","frugivore",0,"Inactivity spring"
"8","frugivore",0,"Inactivity summer"
"9","frugivore",0,"Inactivity spring"
"9","frugivore",0,"Inactivity summer"
"10","frugivore",0,"Inactivity spring"
"10","frugivore",0,"Inactivity summer"
"11","frugivore",0,"Inactivity spring"
"11","frugivore",0,"Inactivity summer"
"12","frugivore",0,"Inactivity spring"
"12","frugivore",0,"Inactivity summer"
"13","frugivore",0,"Inactivity spring"
"13","frugivore",0,"Inactivity summer"
"14","frugivore",0,"Inactivity spring"
"14","frugivore",0,"Inactivity summer"
"15","frugivore",1,"Inactivity spring"
"15","frugivore",0,"Inactivity summer"
"16","frugivore",0,"Inactivity spring"
"16","frugivore",0,"Inactivity summer"
"17","frugivore",0,"Inactivity spring"
"17","frugivore",0,"Inactivity summer"
"18","frugivore",0,"Inactivity spring"
"18","frugivore",0,"Inactivity summer"
"19","frugivore",1,"Inactivity spring"
"19","frugivore",0,"Inactivity summer"
"20","frugivore",0,"Inactivity spring"
"20","frugivore",0,"Inactivity summer"
"21","frugivore",0,"Inactivity spring"
"21","frugivore",0,"Inactivity summer"
"22","frugivore",0,"Inactivity spring"
"22","frugivore",0,"Inactivity summer"
"23","frugivore",0,"Inactivity spring"
"23","frugivore",0,"Inactivity summer"
"24","frugivore",0,"Inactivity spring"
"24","frugivore",0,"Inactivity summer"
"25","frugivore",1,"Inactivity spring"
"25","frugivore",0,"Inactivity summer"
"26","frugivore",0,"Inactivity spring"
"26","frugivore",0,"Inactivity summer"
"27","frugivore",0,"Inactivity spring"
"27","frugivore",0,"Inactivity summer"
"28","frugivore",0,"Inactivity spring"
"28","frugivore",0,"Inactivity summer"
"29","frugivore",0,"Inactivity spring"
"29","frugivore",0,"Inactivity summer"
"30","frugivore",0,"Inactivity spring"
"30","frugivore",0,"Inactivity summer"
"31","frugivore",0,"Inactivity spring"
"31","frugivore",0,"Inactivity summer"
"32","frugivore",0,"Inactivity spring"
"32","frugivore",0,"Inactivity summer"
"33","frugivore",0,"Inactivity spring"
"33","frugivore",0,"Inactivity summer"
"34","frugivore",0,"Inactivity spring"
"34","frugivore",0,"Inactivity summer"
"35","frugivore",0,"Inactivity spring"
"35","frugivore",0,"Inactivity summer"
"36","frugivore",0,"Inactivity spring"
"36","frugivore",1,"Inactivity summer"
"37","frugivore",0,"Inactivity spring"
"37","frugivore",0,"Inactivity summer"
"38","frugivore",0,"Inactivity spring"
"38","frugivore",0,"Inactivity summer"
"39","frugivore",0,"Inactivity spring"
"39","frugivore",0,"Inactivity summer"
"40","frugivore",0,"Inactivity spring"
"40","frugivore",0,"Inactivity summer"
"41","frugivore",0,"Inactivity spring"
"41","frugivore",0,"Inactivity summer"
"42","frugivore",0,"Inactivity spring"
"42","frugivore",0,"Inactivity summer"
"43","frugivore",0,"Inactivity spring"
"43","frugivore",0,"Inactivity summer"
"44","frugivore",0,"Inactivity spring"
"44","frugivore",0,"Inactivity summer"
"45","frugivore",0,"Inactivity spring"
"45","frugivore",0,"Inactivity summer"
"46","frugivore",0,"Inactivity spring"
"46","frugivore",0,"Inactivity summer"
"47","frugivore",0,"Inactivity spring"
"47","frugivore",0,"Inactivity summer"
"1","frugivore",1,"Territorial/mating spring"
"1","frugivore",0,"Territorial/mating summer"
"2","frugivore",1,"Territorial/mating spring"
"2","frugivore",0,"Territorial/mating summer"
"3","frugivore",2,"Territorial/mating spring"
"3","frugivore",0,"Territorial/mating summer"
"4","frugivore",0,"Territorial/mating spring"
"4","frugivore",0,"Territorial/mating summer"
"5","frugivore",1,"Territorial/mating spring"
"5","frugivore",0,"Territorial/mating summer"
"6","frugivore",1,"Territorial/mating spring"
"6","frugivore",0,"Territorial/mating summer"
"7","frugivore",2,"Territorial/mating spring"
"7","frugivore",0,"Territorial/mating summer"
"8","frugivore",0,"Territorial/mating spring"
"8","frugivore",0,"Territorial/mating summer"
"9","frugivore",2,"Territorial/mating spring"
"9","frugivore",0,"Territorial/mating summer"
"10","frugivore",0,"Territorial/mating spring"
"10","frugivore",0,"Territorial/mating summer"
"11","frugivore",4,"Territorial/mating spring"
"11","frugivore",0,"Territorial/mating summer"
"12","frugivore",0,"Territorial/mating spring"
"12","frugivore",0,"Territorial/mating summer"
"13","frugivore",0,"Territorial/mating spring"
"13","frugivore",0,"Territorial/mating summer"
"14","frugivore",2,"Territorial/mating spring"
"14","frugivore",0,"Territorial/mating summer"
"15","frugivore",0,"Territorial/mating spring"
"15","frugivore",0,"Territorial/mating summer"
"16","frugivore",0,"Territorial/mating spring"
"16","frugivore",0,"Territorial/mating summer"
"17","frugivore",0,"Territorial/mating spring"
"17","frugivore",0,"Territorial/mating summer"
"18","frugivore",0,"Territorial/mating spring"
"18","frugivore",0,"Territorial/mating summer"
"19","frugivore",0,"Territorial/mating spring"
"19","frugivore",0,"Territorial/mating summer"
"20","frugivore",0,"Territorial/mating spring"
"20","frugivore",0,"Territorial/mating summer"
"21","frugivore",0,"Territorial/mating spring"
"21","frugivore",0,"Territorial/mating summer"
"22","frugivore",1,"Territorial/mating spring"
"22","frugivore",0,"Territorial/mating summer"
"23","frugivore",0,"Territorial/mating spring"
"23","frugivore",0,"Territorial/mating summer"
"24","frugivore",0,"Territorial/mating spring"
"24","frugivore",0,"Territorial/mating summer"
"25","frugivore",0,"Territorial/mating spring"
"25","frugivore",0,"Territorial/mating summer"
"26","frugivore",0,"Territorial/mating spring"
"26","frugivore",0,"Territorial/mating summer"
"27","frugivore",0,"Territorial/mating spring"
"27","frugivore",0,"Territorial/mating summer"
"28","frugivore",0,"Territorial/mating spring"
"28","frugivore",0,"Territorial/mating summer"
"29","frugivore",0,"Territorial/mating spring"
"29","frugivore",0,"Territorial/mating summer"
"30","frugivore",0,"Territorial/mating spring"
"30","frugivore",0,"Territorial/mating summer"
"31","frugivore",0,"Territorial/mating spring"
"31","frugivore",0,"Territorial/mating summer"
"32","frugivore",0,"Territorial/mating spring"
"32","frugivore",0,"Territorial/mating summer"
"33","frugivore",0,"Territorial/mating spring"
"33","frugivore",0,"Territorial/mating summer"
"34","frugivore",0,"Territorial/mating spring"
"34","frugivore",0,"Territorial/mating summer"
"35","frugivore",0,"Territorial/mating spring"
"35","frugivore",0,"Territorial/mating summer"
"36","frugivore",0,"Territorial/mating spring"
"36","frugivore",0,"Territorial/mating summer"
"37","frugivore",0,"Territorial/mating spring"
"37","frugivore",0,"Territorial/mating summer"
"38","frugivore",0,"Territorial/mating spring"
"38","frugivore",0,"Territorial/mating summer"
"39","frugivore",0,"Territorial/mating spring"
"39","frugivore",0,"Territorial/mating summer"
"40","frugivore",0,"Territorial/mating spring"
"40","frugivore",0,"Territorial/mating summer"
"41","frugivore",0,"Territorial/mating spring"
"41","frugivore",0,"Territorial/mating summer"
"42","frugivore",0,"Territorial/mating spring"
"42","frugivore",0,"Territorial/mating summer"
"43","frugivore",0,"Territorial/mating spring"
"43","frugivore",0,"Territorial/mating summer"
"44","frugivore",0,"Territorial/mating spring"
"44","frugivore",0,"Territorial/mating summer"
"45","frugivore",0,"Territorial/mating spring"
"45","frugivore",0,"Territorial/mating summer"
"46","frugivore",0,"Territorial/mating spring"
"46","frugivore",0,"Territorial/mating summer"
"47","frugivore",0,"Territorial/mating spring"
"47","frugivore",0,"Territorial/mating summer"
"1","granivore",2,"Active movement spring"
"1","granivore",0,"Active movement summer"
"2","granivore",7,"Active movement spring"
"2","granivore",0,"Active movement summer"
"3","granivore",0,"Active movement spring"
"3","granivore",0,"Active movement summer"
"4","granivore",2,"Active movement spring"
"4","granivore",0,"Active movement summer"
"5","granivore",1,"Active movement spring"
"5","granivore",0,"Active movement summer"
"6","granivore",4,"Active movement spring"
"6","granivore",0,"Active movement summer"
"7","granivore",3,"Active movement spring"
"7","granivore",0,"Active movement summer"
"8","granivore",1,"Active movement spring"
"8","granivore",0,"Active movement summer"
"9","granivore",2,"Active movement spring"
"9","granivore",0,"Active movement summer"
"10","granivore",1,"Active movement spring"
"10","granivore",0,"Active movement summer"
"11","granivore",0,"Active movement spring"
"11","granivore",0,"Active movement summer"
"12","granivore",1,"Active movement spring"
"12","granivore",0,"Active movement summer"
"13","granivore",2,"Active movement spring"
"13","granivore",0,"Active movement summer"
"14","granivore",0,"Active movement spring"
"14","granivore",0,"Active movement summer"
"15","granivore",3,"Active movement spring"
"15","granivore",0,"Active movement summer"
"16","granivore",4,"Active movement spring"
"16","granivore",0,"Active movement summer"
"17","granivore",4,"Active movement spring"
"17","granivore",0,"Active movement summer"
"18","granivore",2,"Active movement spring"
"18","granivore",0,"Active movement summer"
"19","granivore",0,"Active movement spring"
"19","granivore",0,"Active movement summer"
"20","granivore",1,"Active movement spring"
"20","granivore",0,"Active movement summer"
"21","granivore",0,"Active movement spring"
"21","granivore",0,"Active movement summer"
"22","granivore",2,"Active movement spring"
"22","granivore",0,"Active movement summer"
"23","granivore",0,"Active movement spring"
"23","granivore",0,"Active movement summer"
"24","granivore",0,"Active movement spring"
"24","granivore",0,"Active movement summer"
"25","granivore",0,"Active movement spring"
"25","granivore",0,"Active movement summer"
"26","granivore",6,"Active movement spring"
"26","granivore",0,"Active movement summer"
"27","granivore",0,"Active movement spring"
"27","granivore",3,"Active movement summer"
"28","granivore",0,"Active movement spring"
"28","granivore",0,"Active movement summer"
"29","granivore",0,"Active movement spring"
"29","granivore",1,"Active movement summer"
"30","granivore",0,"Active movement spring"
"30","granivore",3,"Active movement summer"
"31","granivore",0,"Active movement spring"
"31","granivore",2,"Active movement summer"
"32","granivore",0,"Active movement spring"
"32","granivore",0,"Active movement summer"
"33","granivore",0,"Active movement spring"
"33","granivore",1,"Active movement summer"
"34","granivore",0,"Active movement spring"
"34","granivore",0,"Active movement summer"
"35","granivore",0,"Active movement spring"
"35","granivore",6,"Active movement summer"
"36","granivore",0,"Active movement spring"
"36","granivore",8,"Active movement summer"
"37","granivore",0,"Active movement spring"
"37","granivore",1,"Active movement summer"
"38","granivore",0,"Active movement spring"
"38","granivore",3,"Active movement summer"
"39","granivore",0,"Active movement spring"
"39","granivore",0,"Active movement summer"
"40","granivore",0,"Active movement spring"
"40","granivore",0,"Active movement summer"
"41","granivore",0,"Active movement spring"
"41","granivore",6,"Active movement summer"
"42","granivore",0,"Active movement spring"
"42","granivore",0,"Active movement summer"
"43","granivore",0,"Active movement spring"
"43","granivore",0,"Active movement summer"
"44","granivore",0,"Active movement spring"
"44","granivore",1,"Active movement summer"
"45","granivore",0,"Active movement spring"
"45","granivore",4,"Active movement summer"
"46","granivore",0,"Active movement spring"
"46","granivore",0,"Active movement summer"
"47","granivore",0,"Active movement spring"
"47","granivore",1,"Active movement summer"
"1","granivore",0,"Cleaning spring"
"1","granivore",0,"Cleaning summer"
"2","granivore",0,"Cleaning spring"
"2","granivore",0,"Cleaning summer"
"3","granivore",0,"Cleaning spring"
"3","granivore",0,"Cleaning summer"
"4","granivore",0,"Cleaning spring"
"4","granivore",0,"Cleaning summer"
"5","granivore",0,"Cleaning spring"
"5","granivore",0,"Cleaning summer"
"6","granivore",0,"Cleaning spring"
"6","granivore",0,"Cleaning summer"
"7","granivore",0,"Cleaning spring"
"7","granivore",0,"Cleaning summer"
"8","granivore",0,"Cleaning spring"
"8","granivore",0,"Cleaning summer"
"9","granivore",0,"Cleaning spring"
"9","granivore",0,"Cleaning summer"
"10","granivore",0,"Cleaning spring"
"10","granivore",0,"Cleaning summer"
"11","granivore",0,"Cleaning spring"
"11","granivore",0,"Cleaning summer"
"12","granivore",0,"Cleaning spring"
"12","granivore",0,"Cleaning summer"
"13","granivore",0,"Cleaning spring"
"13","granivore",0,"Cleaning summer"
"14","granivore",0,"Cleaning spring"
"14","granivore",0,"Cleaning summer"
"15","granivore",0,"Cleaning spring"
"15","granivore",0,"Cleaning summer"
"16","granivore",0,"Cleaning spring"
"16","granivore",0,"Cleaning summer"
"17","granivore",0,"Cleaning spring"
"17","granivore",0,"Cleaning summer"
"18","granivore",0,"Cleaning spring"
"18","granivore",0,"Cleaning summer"
"19","granivore",0,"Cleaning spring"
"19","granivore",0,"Cleaning summer"
"20","granivore",0,"Cleaning spring"
"20","granivore",0,"Cleaning summer"
"21","granivore",0,"Cleaning spring"
"21","granivore",0,"Cleaning summer"
"22","granivore",1,"Cleaning spring"
"22","granivore",0,"Cleaning summer"
"23","granivore",0,"Cleaning spring"
"23","granivore",0,"Cleaning summer"
"24","granivore",0,"Cleaning spring"
"24","granivore",0,"Cleaning summer"
"25","granivore",0,"Cleaning spring"
"25","granivore",0,"Cleaning summer"
"26","granivore",0,"Cleaning spring"
"26","granivore",0,"Cleaning summer"
"27","granivore",0,"Cleaning spring"
"27","granivore",0,"Cleaning summer"
"28","granivore",0,"Cleaning spring"
"28","granivore",0,"Cleaning summer"
"29","granivore",0,"Cleaning spring"
"29","granivore",0,"Cleaning summer"
"30","granivore",0,"Cleaning spring"
"30","granivore",0,"Cleaning summer"
"31","granivore",0,"Cleaning spring"
"31","granivore",0,"Cleaning summer"
"32","granivore",0,"Cleaning spring"
"32","granivore",0,"Cleaning summer"
"33","granivore",0,"Cleaning spring"
"33","granivore",0,"Cleaning summer"
"34","granivore",0,"Cleaning spring"
"34","granivore",0,"Cleaning summer"
"35","granivore",0,"Cleaning spring"
"35","granivore",0,"Cleaning summer"
"36","granivore",0,"Cleaning spring"
"36","granivore",0,"Cleaning summer"
"37","granivore",0,"Cleaning spring"
"37","granivore",0,"Cleaning summer"
"38","granivore",0,"Cleaning spring"
"38","granivore",0,"Cleaning summer"
"39","granivore",0,"Cleaning spring"
"39","granivore",0,"Cleaning summer"
"40","granivore",0,"Cleaning spring"
"40","granivore",0,"Cleaning summer"
"41","granivore",0,"Cleaning spring"
"41","granivore",0,"Cleaning summer"
"42","granivore",0,"Cleaning spring"
"42","granivore",0,"Cleaning summer"
"43","granivore",0,"Cleaning spring"
"43","granivore",0,"Cleaning summer"
"44","granivore",0,"Cleaning spring"
"44","granivore",0,"Cleaning summer"
"45","granivore",0,"Cleaning spring"
"45","granivore",0,"Cleaning summer"
"46","granivore",0,"Cleaning spring"
"46","granivore",0,"Cleaning summer"
"47","granivore",0,"Cleaning spring"
"47","granivore",0,"Cleaning summer"
"1","granivore",0,"Feeding spring"
"1","granivore",0,"Feeding summer"
"2","granivore",0,"Feeding spring"
"2","granivore",0,"Feeding summer"
"3","granivore",0,"Feeding spring"
"3","granivore",0,"Feeding summer"
"4","granivore",0,"Feeding spring"
"4","granivore",0,"Feeding summer"
"5","granivore",0,"Feeding spring"
"5","granivore",0,"Feeding summer"
"6","granivore",0,"Feeding spring"
"6","granivore",0,"Feeding summer"
"7","granivore",0,"Feeding spring"
"7","granivore",0,"Feeding summer"
"8","granivore",0,"Feeding spring"
"8","granivore",0,"Feeding summer"
"9","granivore",0,"Feeding spring"
"9","granivore",0,"Feeding summer"
"10","granivore",0,"Feeding spring"
"10","granivore",0,"Feeding summer"
"11","granivore",0,"Feeding spring"
"11","granivore",0,"Feeding summer"
"12","granivore",0,"Feeding spring"
"12","granivore",0,"Feeding summer"
"13","granivore",0,"Feeding spring"
"13","granivore",0,"Feeding summer"
"14","granivore",1,"Feeding spring"
"14","granivore",0,"Feeding summer"
"15","granivore",0,"Feeding spring"
"15","granivore",0,"Feeding summer"
"16","granivore",0,"Feeding spring"
"16","granivore",0,"Feeding summer"
"17","granivore",0,"Feeding spring"
"17","granivore",0,"Feeding summer"
"18","granivore",0,"Feeding spring"
"18","granivore",0,"Feeding summer"
"19","granivore",0,"Feeding spring"
"19","granivore",0,"Feeding summer"
"20","granivore",0,"Feeding spring"
"20","granivore",0,"Feeding summer"
"21","granivore",0,"Feeding spring"
"21","granivore",0,"Feeding summer"
"22","granivore",0,"Feeding spring"
"22","granivore",0,"Feeding summer"
"23","granivore",0,"Feeding spring"
"23","granivore",0,"Feeding summer"
"24","granivore",0,"Feeding spring"
"24","granivore",0,"Feeding summer"
"25","granivore",2,"Feeding spring"
"25","granivore",0,"Feeding summer"
"26","granivore",2,"Feeding spring"
"26","granivore",0,"Feeding summer"
"27","granivore",0,"Feeding spring"
"27","granivore",0,"Feeding summer"
"28","granivore",0,"Feeding spring"
"28","granivore",0,"Feeding summer"
"29","granivore",0,"Feeding spring"
"29","granivore",0,"Feeding summer"
"30","granivore",0,"Feeding spring"
"30","granivore",0,"Feeding summer"
"31","granivore",0,"Feeding spring"
"31","granivore",0,"Feeding summer"
"32","granivore",0,"Feeding spring"
"32","granivore",0,"Feeding summer"
"33","granivore",0,"Feeding spring"
"33","granivore",0,"Feeding summer"
"34","granivore",0,"Feeding spring"
"34","granivore",0,"Feeding summer"
"35","granivore",0,"Feeding spring"
"35","granivore",0,"Feeding summer"
"36","granivore",0,"Feeding spring"
"36","granivore",0,"Feeding summer"
"37","granivore",0,"Feeding spring"
"37","granivore",0,"Feeding summer"
"38","granivore",0,"Feeding spring"
"38","granivore",2,"Feeding summer"
"39","granivore",0,"Feeding spring"
"39","granivore",0,"Feeding summer"
"40","granivore",0,"Feeding spring"
"40","granivore",0,"Feeding summer"
"41","granivore",0,"Feeding spring"
"41","granivore",0,"Feeding summer"
"42","granivore",0,"Feeding spring"
"42","granivore",1,"Feeding summer"
"43","granivore",0,"Feeding spring"
"43","granivore",0,"Feeding summer"
"44","granivore",0,"Feeding spring"
"44","granivore",0,"Feeding summer"
"45","granivore",0,"Feeding spring"
"45","granivore",0,"Feeding summer"
"46","granivore",0,"Feeding spring"
"46","granivore",0,"Feeding summer"
"47","granivore",0,"Feeding spring"
"47","granivore",0,"Feeding summer"
"1","granivore",1,"Inactivity spring"
"1","granivore",0,"Inactivity summer"
"2","granivore",5,"Inactivity spring"
"2","granivore",0,"Inactivity summer"
"3","granivore",0,"Inactivity spring"
"3","granivore",0,"Inactivity summer"
"4","granivore",2,"Inactivity spring"
"4","granivore",0,"Inactivity summer"
"5","granivore",0,"Inactivity spring"
"5","granivore",0,"Inactivity summer"
"6","granivore",0,"Inactivity spring"
"6","granivore",0,"Inactivity summer"
"7","granivore",0,"Inactivity spring"
"7","granivore",0,"Inactivity summer"
"8","granivore",1,"Inactivity spring"
"8","granivore",0,"Inactivity summer"
"9","granivore",0,"Inactivity spring"
"9","granivore",0,"Inactivity summer"
"10","granivore",1,"Inactivity spring"
"10","granivore",0,"Inactivity summer"
"11","granivore",0,"Inactivity spring"
"11","granivore",0,"Inactivity summer"
"12","granivore",0,"Inactivity spring"
"12","granivore",0,"Inactivity summer"
"13","granivore",0,"Inactivity spring"
"13","granivore",0,"Inactivity summer"
"14","granivore",0,"Inactivity spring"
"14","granivore",0,"Inactivity summer"
"15","granivore",0,"Inactivity spring"
"15","granivore",0,"Inactivity summer"
"16","granivore",4,"Inactivity spring"
"16","granivore",0,"Inactivity summer"
"17","granivore",0,"Inactivity spring"
"17","granivore",0,"Inactivity summer"
"18","granivore",0,"Inactivity spring"
"18","granivore",0,"Inactivity summer"
"19","granivore",0,"Inactivity spring"
"19","granivore",0,"Inactivity summer"
"20","granivore",2,"Inactivity spring"
"20","granivore",0,"Inactivity summer"
"21","granivore",0,"Inactivity spring"
"21","granivore",0,"Inactivity summer"
"22","granivore",0,"Inactivity spring"
"22","granivore",0,"Inactivity summer"
"23","granivore",0,"Inactivity spring"
"23","granivore",0,"Inactivity summer"
"24","granivore",0,"Inactivity spring"
"24","granivore",0,"Inactivity summer"
"25","granivore",2,"Inactivity spring"
"25","granivore",0,"Inactivity summer"
"26","granivore",2,"Inactivity spring"
"26","granivore",0,"Inactivity summer"
"27","granivore",0,"Inactivity spring"
"27","granivore",2,"Inactivity summer"
"28","granivore",0,"Inactivity spring"
"28","granivore",2,"Inactivity summer"
"29","granivore",0,"Inactivity spring"
"29","granivore",2,"Inactivity summer"
"30","granivore",0,"Inactivity spring"
"30","granivore",3,"Inactivity summer"
"31","granivore",0,"Inactivity spring"
"31","granivore",2,"Inactivity summer"
"32","granivore",0,"Inactivity spring"
"32","granivore",5,"Inactivity summer"
"33","granivore",0,"Inactivity spring"
"33","granivore",1,"Inactivity summer"
"34","granivore",0,"Inactivity spring"
"34","granivore",2,"Inactivity summer"
"35","granivore",0,"Inactivity spring"
"35","granivore",0,"Inactivity summer"
"36","granivore",0,"Inactivity spring"
"36","granivore",0,"Inactivity summer"
"37","granivore",0,"Inactivity spring"
"37","granivore",0,"Inactivity summer"
"38","granivore",0,"Inactivity spring"
"38","granivore",0,"Inactivity summer"
"39","granivore",0,"Inactivity spring"
"39","granivore",0,"Inactivity summer"
"40","granivore",0,"Inactivity spring"
"40","granivore",0,"Inactivity summer"
"41","granivore",0,"Inactivity spring"
"41","granivore",0,"Inactivity summer"
"42","granivore",0,"Inactivity spring"
"42","granivore",9,"Inactivity summer"
"43","granivore",0,"Inactivity spring"
"43","granivore",0,"Inactivity summer"
"44","granivore",0,"Inactivity spring"
"44","granivore",3,"Inactivity summer"
"45","granivore",0,"Inactivity spring"
"45","granivore",0,"Inactivity summer"
"46","granivore",0,"Inactivity spring"
"46","granivore",4,"Inactivity summer"
"47","granivore",0,"Inactivity spring"
"47","granivore",0,"Inactivity summer"
"1","granivore",2,"Territorial/mating spring"
"1","granivore",0,"Territorial/mating summer"
"2","granivore",1,"Territorial/mating spring"
"2","granivore",0,"Territorial/mating summer"
"3","granivore",2,"Territorial/mating spring"
"3","granivore",0,"Territorial/mating summer"
"4","granivore",7,"Territorial/mating spring"
"4","granivore",0,"Territorial/mating summer"
"5","granivore",3,"Territorial/mating spring"
"5","granivore",0,"Territorial/mating summer"
"6","granivore",3,"Territorial/mating spring"
"6","granivore",0,"Territorial/mating summer"
"7","granivore",0,"Territorial/mating spring"
"7","granivore",0,"Territorial/mating summer"
"8","granivore",7,"Territorial/mating spring"
"8","granivore",0,"Territorial/mating summer"
"9","granivore",5,"Territorial/mating spring"
"9","granivore",0,"Territorial/mating summer"
"10","granivore",6,"Territorial/mating spring"
"10","granivore",0,"Territorial/mating summer"
"11","granivore",7,"Territorial/mating spring"
"11","granivore",0,"Territorial/mating summer"
"12","granivore",8,"Territorial/mating spring"
"12","granivore",0,"Territorial/mating summer"
"13","granivore",0,"Territorial/mating spring"
"13","granivore",0,"Territorial/mating summer"
"14","granivore",3,"Territorial/mating spring"
"14","granivore",0,"Territorial/mating summer"
"15","granivore",10,"Territorial/mating spring"
"15","granivore",0,"Territorial/mating summer"
"16","granivore",1,"Territorial/mating spring"
"16","granivore",0,"Territorial/mating summer"
"17","granivore",2,"Territorial/mating spring"
"17","granivore",0,"Territorial/mating summer"
"18","granivore",4,"Territorial/mating spring"
"18","granivore",0,"Territorial/mating summer"
"19","granivore",4,"Territorial/mating spring"
"19","granivore",0,"Territorial/mating summer"
"20","granivore",4,"Territorial/mating spring"
"20","granivore",0,"Territorial/mating summer"
"21","granivore",5,"Territorial/mating spring"
"21","granivore",0,"Territorial/mating summer"
"22","granivore",3,"Territorial/mating spring"
"22","granivore",0,"Territorial/mating summer"
"23","granivore",1,"Territorial/mating spring"
"23","granivore",0,"Territorial/mating summer"
"24","granivore",5,"Territorial/mating spring"
"24","granivore",0,"Territorial/mating summer"
"25","granivore",0,"Territorial/mating spring"
"25","granivore",0,"Territorial/mating summer"
"26","granivore",2,"Territorial/mating spring"
"26","granivore",0,"Territorial/mating summer"
"27","granivore",0,"Territorial/mating spring"
"27","granivore",5,"Territorial/mating summer"
"28","granivore",0,"Territorial/mating spring"
"28","granivore",5,"Territorial/mating summer"
"29","granivore",0,"Territorial/mating spring"
"29","granivore",6,"Territorial/mating summer"
"30","granivore",0,"Territorial/mating spring"
"30","granivore",2,"Territorial/mating summer"
"31","granivore",0,"Territorial/mating spring"
"31","granivore",0,"Territorial/mating summer"
"32","granivore",0,"Territorial/mating spring"
"32","granivore",1,"Territorial/mating summer"
"33","granivore",0,"Territorial/mating spring"
"33","granivore",7,"Territorial/mating summer"
"34","granivore",0,"Territorial/mating spring"
"34","granivore",1,"Territorial/mating summer"
"35","granivore",0,"Territorial/mating spring"
"35","granivore",0,"Territorial/mating summer"
"36","granivore",0,"Territorial/mating spring"
"36","granivore",0,"Territorial/mating summer"
"37","granivore",0,"Territorial/mating spring"
"37","granivore",6,"Territorial/mating summer"
"38","granivore",0,"Territorial/mating spring"
"38","granivore",4,"Territorial/mating summer"
"39","granivore",0,"Territorial/mating spring"
"39","granivore",0,"Territorial/mating summer"
"40","granivore",0,"Territorial/mating spring"
"40","granivore",2,"Territorial/mating summer"
"41","granivore",0,"Territorial/mating spring"
"41","granivore",0,"Territorial/mating summer"
"42","granivore",0,"Territorial/mating spring"
"42","granivore",1,"Territorial/mating summer"
"43","granivore",0,"Territorial/mating spring"
"43","granivore",1,"Territorial/mating summer"
"44","granivore",0,"Territorial/mating spring"
"44","granivore",4,"Territorial/mating summer"
"45","granivore",0,"Territorial/mating spring"
"45","granivore",4,"Territorial/mating summer"
"46","granivore",0,"Territorial/mating spring"
"46","granivore",2,"Territorial/mating summer"
"47","granivore",0,"Territorial/mating spring"
"47","granivore",2,"Territorial/mating summer"
"1","herbivore",0,"Active movement spring"
"1","herbivore",0,"Active movement summer"
"2","herbivore",0,"Active movement spring"
"2","herbivore",0,"Active movement summer"
"3","herbivore",0,"Active movement spring"
"3","herbivore",0,"Active movement summer"
"4","herbivore",0,"Active movement spring"
"4","herbivore",0,"Active movement summer"
"5","herbivore",0,"Active movement spring"
"5","herbivore",0,"Active movement summer"
"6","herbivore",0,"Active movement spring"
